Event ID,Event Type,description,location,source,type,currencyCode,Price ($),url,Distance (km)
117,Festivals,,"-83.779794, -148.815109",MockSource,Festivals,USD,50.07,https://placeholder.url,13.62
614,Festivals,,"-3.033857, 171.94028",MockSource,Festivals,USD,74.84,https://placeholder.url,8.73
730,Virtual,,"73.231778, -38.025695",MockSource,Virtual,USD,43.61,https://placeholder.url,2.06
8,Outdoors,,"-27.007289, -55.078023",MockSource,Outdoors,USD,89.48,https://placeholder.url,0.71
577,Holiday,,"-81.158871, -42.523505",MockSource,Holiday,USD,72.04,https://placeholder.url,0.16
733,Wellness,,"48.415903, -28.083993",MockSource,Wellness,USD,77.58,https://placeholder.url,9.18
137,Exhibitions,,"54.445906, 98.015632",MockSource,Exhibitions,USD,33.8,https://placeholder.url,8.01
960,Family,,"-27.061876, -172.74534",MockSource,Family,USD,47.2,https://placeholder.url,0.48
636,Wellness,,"59.926806, 85.122988",MockSource,Wellness,USD,51.99,https://placeholder.url,7.94
528,Exhibitions,,"-0.985761, 100.973496",MockSource,Exhibitions,USD,71.27,https://placeholder.url,1.39
417,Outdoors,,"-51.288437, 171.71825",MockSource,Outdoors,USD,99.06,https://placeholder.url,4.49
218,Film,,"-10.909141, 109.597567",MockSource,Film,USD,38.6,https://placeholder.url,5.55
681,Science,,"-56.743112, -173.063045",MockSource,Science,USD,44.79,https://placeholder.url,8.74
643,Exhibitions,,"45.523366, -39.672835",MockSource,Exhibitions,USD,53.3,https://placeholder.url,4.54
724,Virtual,,"-74.082996, 20.657624",MockSource,Virtual,USD,36.41,https://placeholder.url,11.38
596,Theater,,"26.289333, -39.479436",MockSource,Theater,USD,99.89,https://placeholder.url,10.0
784,Pets,,"-0.144868, -85.994239",MockSource,Pets,USD,38.78,https://placeholder.url,6.45
857,Music,,"-67.358681, 11.054198",MockSource,Music,USD,68.37,https://placeholder.url,15.57
552,Exhibitions,,"-60.874183, -50.126951",MockSource,Exhibitions,USD,72.74,https://placeholder.url,7.01
241,Sports,,"61.711102, 42.213687",MockSource,Sports,USD,78.18,https://placeholder.url,3.12
850,Theater,,"48.986023, 165.824082",MockSource,Theater,USD,95.39,https://placeholder.url,11.99
26,Festivals,,"-29.186057, 2.130449",MockSource,Festivals,USD,54.98,https://placeholder.url,21.39
550,Wellness,,"34.934122, -172.650993",MockSource,Wellness,USD,53.07,https://placeholder.url,15.62
113,Outdoors,,"85.440541, -42.757643",MockSource,Outdoors,USD,24.38,https://placeholder.url,2.88
388,Sports,,"-35.743284, -141.495645",MockSource,Sports,USD,49.29,https://placeholder.url,10.92
381,Family,,"47.613465, -37.787894",MockSource,Family,USD,29.54,https://placeholder.url,12.5
859,Nightlife,,"-62.362904, -101.668518",MockSource,Nightlife,USD,96.04,https://placeholder.url,4.04
295,Pets,,"-49.008015, -61.123462",MockSource,Pets,USD,28.03,https://placeholder.url,6.31
874,Exhibitions,,"23.255797, 173.074173",MockSource,Exhibitions,USD,46.57,https://placeholder.url,10.71
474,Networking,,"-83.57774, -23.182725",MockSource,Networking,USD,98.14,https://placeholder.url,12.71
510,Festivals,,"-35.405156, 24.195646",MockSource,Festivals,USD,91.54,https://placeholder.url,23.72
662,Virtual,,"-52.383666, -120.981272",MockSource,Virtual,USD,25.99,https://placeholder.url,10.4
482,Networking,,"-31.838546, 117.617498",MockSource,Networking,USD,69.56,https://placeholder.url,10.85
359,Family,,"-22.387654, 118.701549",MockSource,Family,USD,58.81,https://placeholder.url,14.02
756,Science,,"-42.474541, -42.965088",MockSource,Science,USD,43.61,https://placeholder.url,8.49
871,Theater,,"50.25871, -52.102554",MockSource,Theater,USD,79.36,https://placeholder.url,17.13
757,Nightlife,,"2.750338, 78.898017",MockSource,Nightlife,USD,98.07,https://placeholder.url,15.59
353,Film,,"87.13949, -9.97028",MockSource,Film,USD,25.12,https://placeholder.url,14.98
342,Family,,"76.807082, -43.639003",MockSource,Family,USD,24.41,https://placeholder.url,3.47
658,Film,,"-4.111244, 15.951532",MockSource,Film,USD,27.62,https://placeholder.url,14.77
191,Holiday,,"39.284802, 64.586955",MockSource,Holiday,USD,85.16,https://placeholder.url,14.12
893,Film,,"-88.865964, -14.532166",MockSource,Film,USD,29.64,https://placeholder.url,0.54
558,Gaming,,"1.269848, 28.683035",MockSource,Gaming,USD,29.63,https://placeholder.url,2.83
251,Virtual,,"-89.471893, -3.067942",MockSource,Virtual,USD,21.25,https://placeholder.url,4.25
445,Community,,"41.458375, -49.277698",MockSource,Community,USD,11.87,https://placeholder.url,5.99
630,Pets,,"48.67514, 49.7289",MockSource,Pets,USD,16.33,https://placeholder.url,3.9
741,Gaming,,"-42.133163, -39.974803",MockSource,Gaming,USD,18.28,https://placeholder.url,0.67
767,Family,,"-24.388171, -75.811312",MockSource,Family,USD,27.56,https://placeholder.url,2.89
438,Exhibitions,,"-3.32675, 110.965082",MockSource,Exhibitions,USD,29.92,https://placeholder.url,11.21
914,Music,,"-26.560138, -158.096336",MockSource,Music,USD,108.8,https://placeholder.url,10.96
748,Community,,"20.673242, -5.627084",MockSource,Community,USD,2.0,https://placeholder.url,2.13
292,Theater,,"-38.418058, 108.23086",MockSource,Theater,USD,30.68,https://placeholder.url,10.33
654,Outdoors,,"-13.199393, -107.678908",MockSource,Outdoors,USD,14.39,https://placeholder.url,7.65
175,Charity,,"84.202477, 13.591884",MockSource,Charity,USD,23.42,https://placeholder.url,16.8
910,Music,,"-53.127233, 165.123899",MockSource,Music,USD,126.98,https://placeholder.url,14.29
805,Family,,"-85.183854, -59.808712",MockSource,Family,USD,4.8,https://placeholder.url,15.52
930,Community,,"-31.882983, -14.728909",MockSource,Community,USD,15.08,https://placeholder.url,14.28
559,Pets,,"-9.760562, -177.151667",MockSource,Pets,USD,20.54,https://placeholder.url,15.05
800,Music,,"89.35852, -143.117833",MockSource,Music,USD,106.9,https://placeholder.url,3.7
320,Festivals,,"67.967625, 145.523994",MockSource,Festivals,USD,83.55,https://placeholder.url,17.44
755,Theater,,"-61.361651, -84.189224",MockSource,Theater,USD,117.71,https://placeholder.url,2.07
884,Community,,"55.757028, -26.307258",MockSource,Community,USD,19.97,https://placeholder.url,3.45
789,Science,,"81.94554, -167.236573",MockSource,Science,USD,20.82,https://placeholder.url,8.4
