contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Holiday,,"-15.152829, 81.74686",2024-11-24T13:30:05.939008Z,MockSource,Holiday,USD,27.61,https://placeholder.url,23.87
2,Conferences,,"-82.654463, 40.373915",2024-11-24T18:30:05.939008Z,MockSource,Conferences,USD,215.8,https://placeholder.url,85.33
3,Science,,"47.170895, -50.40375",2024-11-29T21:00:05.939008Z,MockSource,Science,USD,89.88,https://placeholder.url,15.72
4,Networking,,"-27.74902, -160.659309",2024-12-03T22:15:05.939008Z,MockSource,Networking,USD,18.83,https://placeholder.url,46.38
5,Conferences,,"37.878438, -20.248038",2024-11-23T17:45:05.939008Z,MockSource,Conferences,USD,205.85,https://placeholder.url,9.27
6,Festivals,,"50.869917, -153.700929",2024-12-15T19:45:05.939008Z,MockSource,Festivals,USD,194.49,https://placeholder.url,91.85
7,Holiday,,"80.222116, -124.294349",2024-11-29T12:45:05.939008Z,MockSource,Holiday,USD,13.27,https://placeholder.url,92.39
8,Networking,,"47.808008, 10.312978",2024-12-08T12:00:05.939008Z,MockSource,Networking,USD,42.49,https://placeholder.url,37.38
9,Science,,"65.544219, -16.376443",2024-11-26T15:15:05.939008Z,MockSource,Science,USD,72.48,https://placeholder.url,81.66
10,Family,,"-21.19609, -142.080621",2024-11-24T19:15:05.939008Z,MockSource,Family,USD,39.48,https://placeholder.url,87.76
11,Science,,"33.336652, -59.854011",2024-11-23T17:45:05.939008Z,MockSource,Science,USD,84.58,https://placeholder.url,59.22
12,Pets,,"11.994856, 153.094272",2024-11-25T08:45:05.939008Z,MockSource,Pets,USD,36.11,https://placeholder.url,53.41
13,Charity,,"-41.471131, -166.615729",2024-12-06T12:30:05.939008Z,MockSource,Charity,USD,29.63,https://placeholder.url,53.45
14,Virtual,,"-83.519276, 12.52704",2024-11-26T23:00:05.939008Z,MockSource,Virtual,USD,30.56,https://placeholder.url,7.41
15,Film,,"-83.569581, -115.549995",2024-11-23T18:30:05.939008Z,MockSource,Film,USD,17.78,https://placeholder.url,29.31
16,Charity,,"76.563551, -31.423093",2024-11-25T11:15:05.939008Z,MockSource,Charity,USD,16.53,https://placeholder.url,57.65
17,Exhibitions,,"-49.055105, 144.421112",2024-12-04T22:15:05.939008Z,MockSource,Exhibitions,USD,84.06,https://placeholder.url,85.68
18,Workshops,,"-9.513626, 161.780659",2024-11-24T14:30:05.939008Z,MockSource,Workshops,USD,35.07,https://placeholder.url,54.92
19,Workshops,,"69.706191, 138.165172",2024-11-23T18:15:05.939008Z,MockSource,Workshops,USD,42.26,https://placeholder.url,81.49
20,Community,,"-22.415666, -7.223758",2024-12-13T18:30:05.939008Z,MockSource,Community,USD,9.56,https://placeholder.url,10.24
21,Festivals,,"29.430479, 146.165252",2024-12-24T16:45:05.939008Z,MockSource,Festivals,USD,59.22,https://placeholder.url,63.45
22,Gaming,,"29.491737, -94.402996",2024-12-06T21:30:05.939008Z,MockSource,Gaming,USD,26.64,https://placeholder.url,9.81
23,Gaming,,"54.601727, 144.408464",2024-11-27T15:00:05.939008Z,MockSource,Gaming,USD,51.16,https://placeholder.url,85.66
24,Film,,"-18.303567, 96.27381",2024-11-24T13:45:05.939008Z,MockSource,Film,USD,31.3,https://placeholder.url,46.73
25,Exhibitions,,"64.874213, -171.727501",2024-11-23T09:00:05.939008Z,MockSource,Exhibitions,USD,72.3,https://placeholder.url,84.7
26,Community,,"-25.814276, -5.904999",2024-11-23T20:15:05.939008Z,MockSource,Community,USD,10.51,https://placeholder.url,97.86
27,Virtual,,"-17.06916, -1.923588",2024-11-26T14:30:05.939008Z,MockSource,Virtual,USD,0.25,https://placeholder.url,70.8
28,Wellness,,"41.008964, 55.470042",2024-12-02T22:30:05.939008Z,MockSource,Wellness,USD,37.36,https://placeholder.url,47.28
29,Nightlife,,"46.057716, 158.164727",2024-11-24T17:30:05.939008Z,MockSource,Nightlife,USD,87.33,https://placeholder.url,20.05
30,Nightlife,,"-56.153264, 87.343914",2024-11-23T17:15:05.939008Z,MockSource,Nightlife,USD,11.58,https://placeholder.url,54.81
31,Family,,"-87.486497, 32.041567",2024-12-19T17:30:05.939008Z,MockSource,Family,USD,52.54,https://placeholder.url,33.47
32,Outdoors,,"61.780548, 61.107077",2024-11-27T11:15:05.939008Z,MockSource,Outdoors,USD,57.29,https://placeholder.url,22.57
33,Pets,,"2.624084, 153.192319",2024-12-18T19:15:05.939008Z,MockSource,Pets,USD,37.57,https://placeholder.url,6.98
34,Exhibitions,,"-57.402786, 169.309098",2024-11-24T17:00:05.939008Z,MockSource,Exhibitions,USD,15.27,https://placeholder.url,48.88
35,Sports,,"-73.161934, 43.878904",2024-11-29T19:30:05.939008Z,MockSource,Sports,USD,129.9,https://placeholder.url,50.93
36,Pets,,"-75.229485, -150.304002",2025-01-16T22:00:05.939008Z,MockSource,Pets,USD,6.27,https://placeholder.url,2.27
37,Workshops,,"-42.066248, 147.036577",2024-11-24T15:45:05.939008Z,MockSource,Workshops,USD,38.47,https://placeholder.url,1.31
38,Nightlife,,"-28.120464, 64.019536",2024-12-16T21:45:05.939008Z,MockSource,Nightlife,USD,66.41,https://placeholder.url,85.21
39,Networking,,"52.618716, 61.721517",2024-11-23T21:45:05.939008Z,MockSource,Networking,USD,28.85,https://placeholder.url,74.94
40,Wellness,,"-7.255498, 34.489888",2024-11-24T22:00:05.939008Z,MockSource,Wellness,USD,64.82,https://placeholder.url,2.96
41,Exhibitions,,"-46.017818, 118.032931",2024-11-26T21:15:05.939008Z,MockSource,Exhibitions,USD,84.89,https://placeholder.url,6.13
42,Sports,,"-35.690185, -114.363228",2024-11-24T17:00:05.939008Z,MockSource,Sports,USD,136.11,https://placeholder.url,47.3
43,Community,,"-72.217113, -119.69131",2024-11-29T23:00:05.939008Z,MockSource,Community,USD,1.39,https://placeholder.url,24.25
44,Conferences,,"-4.55263, -26.929681",2024-11-26T17:45:05.939008Z,MockSource,Conferences,USD,102.91,https://placeholder.url,41.25
45,Science,,"-69.316313, 149.188739",2024-11-30T22:00:05.939008Z,MockSource,Science,USD,63.53,https://placeholder.url,99.71
46,Nightlife,,"63.285088, 66.24437",2025-01-08T10:00:05.939008Z,MockSource,Nightlife,USD,74.48,https://placeholder.url,10.77
47,Pets,,"89.208895, -40.723225",2024-11-24T17:30:05.939008Z,MockSource,Pets,USD,44.47,https://placeholder.url,56.74
