contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Pets,,"70.780747, 1.333261",2024-12-19T18:00:05.876037Z,MockSource,Pets,USD,19.8,https://placeholder.url,6.84
2,Festivals,,"-60.038742, 150.588609",2024-11-25T22:00:05.876037Z,MockSource,Festivals,USD,131.61,https://placeholder.url,4.55
3,Wellness,,"-13.011434, 46.42098",2024-11-30T15:30:05.876037Z,MockSource,Wellness,USD,65.14,https://placeholder.url,33.53
4,Pets,,"61.316701, -146.697303",2024-12-05T18:45:05.876037Z,MockSource,Pets,USD,11.28,https://placeholder.url,72.47
5,Film,,"-8.677372, -0.025295",2024-11-23T16:00:05.876037Z,MockSource,Film,USD,38.69,https://placeholder.url,58.2
6,Workshops,,"-26.497904, -74.827143",2024-12-02T12:00:05.876037Z,MockSource,Workshops,USD,23.4,https://placeholder.url,65.13
7,Theater,,"-40.585017, 96.815736",2024-11-25T23:45:05.876037Z,MockSource,Theater,USD,49.28,https://placeholder.url,16.0
8,Outdoors,,"51.062049, -12.060742",2024-11-23T17:00:05.876037Z,MockSource,Outdoors,USD,85.92,https://placeholder.url,12.54
9,Outdoors,,"55.191594, 85.549006",2024-11-23T20:00:05.876037Z,MockSource,Outdoors,USD,6.14,https://placeholder.url,52.06
10,Exhibitions,,"37.58719, 104.18096",2024-11-25T18:00:05.876037Z,MockSource,Exhibitions,USD,89.24,https://placeholder.url,78.6
11,Wellness,,"-39.370388, 106.54506",2024-12-04T20:30:05.876037Z,MockSource,Wellness,USD,13.67,https://placeholder.url,24.09
12,Sports,,"-72.293439, -89.547791",2024-11-23T15:00:05.876037Z,MockSource,Sports,USD,223.81,https://placeholder.url,24.95
13,Networking,,"-75.269307, -37.419644",2024-12-01T14:00:05.876037Z,MockSource,Networking,USD,26.8,https://placeholder.url,31.78
14,Holiday,,"-64.434563, 48.226124",2024-12-02T21:45:05.876037Z,MockSource,Holiday,USD,79.12,https://placeholder.url,10.91
15,Film,,"89.596756, -32.450144",2024-11-25T19:00:05.876037Z,MockSource,Film,USD,35.24,https://placeholder.url,4.36
16,Wellness,,"23.636217, 174.25615",2024-11-23T13:00:05.876037Z,MockSource,Wellness,USD,69.99,https://placeholder.url,5.23
17,Pets,,"-19.095457, 37.786631",2024-11-26T22:30:05.876037Z,MockSource,Pets,USD,14.84,https://placeholder.url,90.37
