contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Wellness,,"15.127952, -6.485695",2024-11-25T22:15:05.919004Z,MockSource,Wellness,USD,73.01,https://placeholder.url,29.33
2,Networking,,"-17.862176, -130.759026",2024-11-23T22:30:05.919004Z,MockSource,Networking,USD,138.15,https://placeholder.url,60.71
3,Wellness,,"-75.951787, -93.88447",2024-11-25T20:30:05.919004Z,MockSource,Wellness,USD,30.48,https://placeholder.url,31.51
4,Holiday,,"62.406754, -1.384774",2024-11-24T14:30:05.919004Z,MockSource,Holiday,USD,91.17,https://placeholder.url,16.75
5,Conferences,,"8.103385, -110.625779",2024-11-24T19:15:05.919004Z,MockSource,Conferences,USD,331.08,https://placeholder.url,11.82
6,Theater,,"44.974844, 149.951928",2024-11-24T17:45:05.919004Z,MockSource,Theater,USD,128.35,https://placeholder.url,22.65
7,Gaming,,"-79.56643, 40.531501",2024-11-24T14:30:05.919004Z,MockSource,Gaming,USD,39.04,https://placeholder.url,78.85
8,Exhibitions,,"74.572204, -97.343236",2024-11-23T21:00:05.919004Z,MockSource,Exhibitions,USD,31.09,https://placeholder.url,93.42
9,Gaming,,"25.916858, 85.701239",2024-11-28T23:15:05.919004Z,MockSource,Gaming,USD,24.48,https://placeholder.url,67.02
10,Outdoors,,"-83.064636, -131.323192",2024-11-27T23:00:05.919004Z,MockSource,Outdoors,USD,25.03,https://placeholder.url,98.16
11,Family,,"15.671285, -95.349725",2024-11-24T12:30:05.919004Z,MockSource,Family,USD,79.21,https://placeholder.url,83.94
12,Theater,,"63.389803, -140.557548",2024-12-28T23:00:05.919004Z,MockSource,Theater,USD,85.61,https://placeholder.url,89.02
13,Wellness,,"41.662796, 165.949644",2024-11-26T08:30:05.919004Z,MockSource,Wellness,USD,30.84,https://placeholder.url,97.78
14,Family,,"26.905877, 135.082829",2024-11-25T15:00:05.919004Z,MockSource,Family,USD,38.2,https://placeholder.url,37.48
15,Science,,"-2.974732, 173.842473",2024-11-23T17:45:05.919004Z,MockSource,Science,USD,36.06,https://placeholder.url,44.38
16,Gaming,,"18.79454, -100.928357",2024-11-25T12:30:05.919004Z,MockSource,Gaming,USD,50.4,https://placeholder.url,51.72
17,Family,,"15.518204, -87.416153",2024-11-25T19:15:05.919004Z,MockSource,Family,USD,45.66,https://placeholder.url,17.72
18,Family,,"-9.65061, -96.98153",2024-11-25T12:30:05.919004Z,MockSource,Family,USD,65.35,https://placeholder.url,35.24
19,Workshops,,"48.921779, -68.777964",2025-01-07T23:00:05.919004Z,MockSource,Workshops,USD,47.09,https://placeholder.url,18.14
20,Music,,"-32.937642, 120.689812",2024-12-02T14:30:05.919004Z,MockSource,Music,USD,148.85,https://placeholder.url,83.73
21,Workshops,,"9.746034, 116.799486",2024-11-24T19:45:05.919004Z,MockSource,Workshops,USD,23.67,https://placeholder.url,48.85
22,Networking,,"-13.878478, 38.646656",2024-12-02T21:30:05.919004Z,MockSource,Networking,USD,80.11,https://placeholder.url,5.23
23,Charity,,"-46.595082, 151.29967",2024-12-11T13:30:05.919004Z,MockSource,Charity,USD,8.75,https://placeholder.url,91.43
24,Festivals,,"66.001373, -17.521983",2024-11-24T23:15:05.919004Z,MockSource,Festivals,USD,132.39,https://placeholder.url,46.55
25,Gaming,,"-45.115811, 159.005092",2024-12-18T18:30:05.919004Z,MockSource,Gaming,USD,44.16,https://placeholder.url,68.88
26,Family,,"-23.821456, -118.095758",2024-11-24T17:15:05.919004Z,MockSource,Family,USD,67.47,https://placeholder.url,63.7
27,Family,,"-43.321102, -108.031555",2024-11-23T12:30:05.919004Z,MockSource,Family,USD,46.35,https://placeholder.url,32.02
28,Holiday,,"42.979666, 2.359753",2024-11-30T16:45:05.919004Z,MockSource,Holiday,USD,20.52,https://placeholder.url,60.1
29,Music,,"81.423949, -82.253446",2024-11-25T18:45:05.919004Z,MockSource,Music,USD,98.37,https://placeholder.url,94.15
30,Theater,,"-19.38957, 161.112313",2024-11-28T14:45:05.919004Z,MockSource,Theater,USD,95.25,https://placeholder.url,81.48
31,Gaming,,"-68.275514, 39.420095",2024-11-23T18:00:05.919004Z,MockSource,Gaming,USD,15.81,https://placeholder.url,69.16
32,Theater,,"-46.608866, 47.236296",2024-12-10T19:15:05.919004Z,MockSource,Theater,USD,40.61,https://placeholder.url,78.69
33,Theater,,"68.389699, -151.403972",2024-11-30T10:45:05.919004Z,MockSource,Theater,USD,137.83,https://placeholder.url,34.16
34,Virtual,,"27.198235, 169.468003",2024-11-25T13:00:05.919004Z,MockSource,Virtual,USD,5.87,https://placeholder.url,58.97
