contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Sports,,"60.930438, 98.793465",2024-11-24T16:00:05.836003Z,MockSource,Sports,USD,69.06,https://placeholder.url,1.84
2,Conferences,,"76.44431, 179.932673",2024-11-23T21:45:05.836003Z,MockSource,Conferences,USD,190.35,https://placeholder.url,15.27
3,Gaming,,"88.221667, -69.630552",2024-11-24T15:15:05.836003Z,MockSource,Gaming,USD,16.5,https://placeholder.url,43.59
4,Sports,,"-83.780701, -148.350109",2024-11-23T22:45:05.836003Z,MockSource,Sports,USD,173.64,https://placeholder.url,86.54
5,Virtual,,"-73.76198, -80.343036",2024-11-30T22:00:05.836003Z,MockSource,Virtual,USD,7.21,https://placeholder.url,47.39
6,Exhibitions,,"13.517626, 29.345715",2024-12-01T22:15:05.836003Z,MockSource,Exhibitions,USD,24.36,https://placeholder.url,92.7
7,Pets,,"24.298795, 40.843475",2024-11-25T21:00:05.836003Z,MockSource,Pets,USD,20.25,https://placeholder.url,22.13
8,Sports,,"63.896468, -12.14193",2024-12-09T08:00:05.836003Z,MockSource,Sports,USD,148.92,https://placeholder.url,89.83
9,Nightlife,,"-11.147967, 163.182354",2024-11-24T17:45:05.836003Z,MockSource,Nightlife,USD,99.06,https://placeholder.url,91.18
10,Outdoors,,"29.376016, 154.608179",2024-11-29T13:30:05.836003Z,MockSource,Outdoors,USD,64.58,https://placeholder.url,67.6
11,Workshops,,"-40.283434, 8.222578",2024-12-09T22:15:05.836003Z,MockSource,Workshops,USD,16.22,https://placeholder.url,7.1
12,Outdoors,,"-57.256336, 156.661284",2024-11-23T18:00:05.836003Z,MockSource,Outdoors,USD,67.61,https://placeholder.url,63.93
13,Nightlife,,"51.36461, -32.110691",2024-11-25T19:15:05.836003Z,MockSource,Nightlife,USD,30.44,https://placeholder.url,44.45
14,Film,,"30.856947, -151.063077",2024-11-25T08:15:05.836003Z,MockSource,Film,USD,6.44,https://placeholder.url,32.17
15,Film,,"40.511282, 103.613553",2024-12-15T16:30:05.836003Z,MockSource,Film,USD,7.67,https://placeholder.url,34.52
16,Family,,"26.475679, -17.160246",2024-11-25T14:30:05.836003Z,MockSource,Family,USD,10.38,https://placeholder.url,44.74
17,Virtual,,"37.11563, 125.985377",2024-11-25T17:00:05.836003Z,MockSource,Virtual,USD,37.25,https://placeholder.url,16.72
18,Science,,"84.585352, -147.963557",2024-11-23T23:45:05.836003Z,MockSource,Science,USD,90.36,https://placeholder.url,1.28
19,Music,,"-49.845313, -87.930866",2024-12-09T09:45:05.836003Z,MockSource,Music,USD,94.51,https://placeholder.url,9.73
20,Pets,,"-61.980809, -91.1557",2024-11-25T21:15:05.836003Z,MockSource,Pets,USD,26.06,https://placeholder.url,37.65
21,Wellness,,"-83.689543, -4.788872",2024-12-13T23:45:05.836003Z,MockSource,Wellness,USD,54.48,https://placeholder.url,90.42
22,Holiday,,"-12.216069, 87.745729",2024-11-28T15:30:05.836003Z,MockSource,Holiday,USD,75.67,https://placeholder.url,88.42
23,Film,,"55.198709, 17.146477",2024-11-24T22:45:05.836003Z,MockSource,Film,USD,26.9,https://placeholder.url,34.94
24,Sports,,"-51.585465, -49.698287",2024-11-25T12:00:05.836003Z,MockSource,Sports,USD,231.93,https://placeholder.url,83.13
25,Holiday,,"66.985927, 1.276412",2024-11-23T22:30:05.836003Z,MockSource,Holiday,USD,72.93,https://placeholder.url,6.93
26,Sports,,"48.22157, -9.873639",2024-12-12T13:15:05.837021Z,MockSource,Sports,USD,38.59,https://placeholder.url,90.16
27,Holiday,,"65.353038, -163.012173",2024-11-24T16:15:05.837021Z,MockSource,Holiday,USD,4.52,https://placeholder.url,43.3
28,Networking,,"-38.473738, -9.479326",2024-12-01T16:00:05.837021Z,MockSource,Networking,USD,89.92,https://placeholder.url,28.73
29,Sports,,"-84.038562, -145.149926",2024-12-30T14:45:05.837021Z,MockSource,Sports,USD,47.63,https://placeholder.url,92.84
30,Community,,"-22.83908, -28.977181",2025-01-17T22:45:05.837021Z,MockSource,Community,USD,11.74,https://placeholder.url,38.82
31,Conferences,,"83.56482, 101.878471",2024-11-25T22:30:05.837021Z,MockSource,Conferences,USD,279.12,https://placeholder.url,40.1
32,Nightlife,,"78.492821, 123.356209",2025-01-15T22:30:05.837021Z,MockSource,Nightlife,USD,96.08,https://placeholder.url,84.78
33,Workshops,,"53.3979, -10.200336",2024-12-06T13:45:05.837021Z,MockSource,Workshops,USD,28.25,https://placeholder.url,70.62
34,Conferences,,"-30.275093, 56.867561",2024-11-26T18:45:05.837021Z,MockSource,Conferences,USD,304.66,https://placeholder.url,46.56
35,Family,,"9.1094, 89.618125",2024-11-23T22:45:05.837021Z,MockSource,Family,USD,57.43,https://placeholder.url,55.15
36,Festivals,,"-80.924632, 10.881248",2024-11-29T19:30:05.837021Z,MockSource,Festivals,USD,122.85,https://placeholder.url,7.86
37,Music,,"-17.525431, -4.687706",2024-11-24T23:30:05.837021Z,MockSource,Music,USD,25.34,https://placeholder.url,69.85
38,Wellness,,"-49.120799, -171.248296",2024-12-16T16:15:05.837021Z,MockSource,Wellness,USD,53.54,https://placeholder.url,64.92
39,Exhibitions,,"31.749803, -96.910514",2024-11-23T23:00:05.837021Z,MockSource,Exhibitions,USD,74.25,https://placeholder.url,97.05
40,Conferences,,"-37.123833, 51.040933",2024-11-23T23:30:05.837021Z,MockSource,Conferences,USD,401.8,https://placeholder.url,80.95
41,Wellness,,"76.890954, 114.697549",2024-12-08T22:15:05.837021Z,MockSource,Wellness,USD,50.13,https://placeholder.url,56.38
42,Exhibitions,,"-49.321097, 73.775638",2024-11-25T17:45:05.837021Z,MockSource,Exhibitions,USD,41.42,https://placeholder.url,28.89
43,Nightlife,,"57.994259, -94.219329",2024-11-24T15:15:05.837021Z,MockSource,Nightlife,USD,69.64,https://placeholder.url,12.26
44,Conferences,,"5.758346, -144.435473",2024-12-05T18:45:05.837021Z,MockSource,Conferences,USD,226.96,https://placeholder.url,55.96
