contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Workshops,,"-44.27372, 121.731239",2024-12-09T17:15:05.856015Z,MockSource,Workshops,USD,31.58,https://placeholder.url,85.18
2,Gaming,,"76.132955, 56.610778",2025-01-10T23:45:05.856015Z,MockSource,Gaming,USD,11.15,https://placeholder.url,73.3
3,Gaming,,"-13.12019, 93.853143",2024-11-23T19:00:05.856015Z,MockSource,Gaming,USD,50.8,https://placeholder.url,85.01
4,Networking,,"-18.396214, 83.801551",2024-11-28T17:30:05.856015Z,MockSource,Networking,USD,106.98,https://placeholder.url,57.68
5,Charity,,"-7.092748, 107.804432",2024-12-01T12:15:05.856015Z,MockSource,Charity,USD,38.78,https://placeholder.url,28.72
6,Exhibitions,,"53.247215, -86.504838",2024-11-24T09:00:05.856015Z,MockSource,Exhibitions,USD,46.28,https://placeholder.url,97.45
7,Workshops,,"57.363675, -142.037308",2024-11-25T13:00:05.856015Z,MockSource,Workshops,USD,49.52,https://placeholder.url,67.53
8,Holiday,,"-70.595657, 14.427836",2024-11-24T20:00:05.856015Z,MockSource,Holiday,USD,84.22,https://placeholder.url,90.73
9,Sports,,"31.779094, 155.550636",2024-11-25T11:45:05.856015Z,MockSource,Sports,USD,59.0,https://placeholder.url,55.86
10,Community,,"-84.520992, -108.190596",2024-11-25T17:15:05.856015Z,MockSource,Community,USD,10.53,https://placeholder.url,70.91
11,Exhibitions,,"-28.638653, 66.828957",2024-11-23T18:15:05.856015Z,MockSource,Exhibitions,USD,24.24,https://placeholder.url,30.56
12,Holiday,,"35.249981, 154.151718",2024-11-23T22:00:05.856015Z,MockSource,Holiday,USD,97.33,https://placeholder.url,85.32
13,Nightlife,,"80.054721, -139.154519",2024-12-01T20:45:05.856015Z,MockSource,Nightlife,USD,17.38,https://placeholder.url,11.87
14,Sports,,"42.215137, 169.702613",2024-12-04T12:00:05.856015Z,MockSource,Sports,USD,162.85,https://placeholder.url,16.16
15,Virtual,,"45.388907, 154.139667",2024-11-25T18:30:05.856015Z,MockSource,Virtual,USD,1.03,https://placeholder.url,2.56
16,Theater,,"1.999939, 146.848733",2024-11-23T15:30:05.856015Z,MockSource,Theater,USD,75.04,https://placeholder.url,71.6
17,Sports,,"60.001008, -98.085477",2024-11-25T23:15:05.856015Z,MockSource,Sports,USD,242.92,https://placeholder.url,67.07
18,Conferences,,"16.728038, -129.991119",2024-11-26T15:15:05.856015Z,MockSource,Conferences,USD,493.04,https://placeholder.url,10.68
19,Wellness,,"-26.028248, -88.185224",2024-11-23T23:30:05.856015Z,MockSource,Wellness,USD,44.98,https://placeholder.url,55.79
20,Theater,,"-33.281887, 176.323857",2024-12-02T16:30:05.856015Z,MockSource,Theater,USD,106.92,https://placeholder.url,0.7
