Event ID,Event Type,description,location,source,type,currencyCode,Price ($),url,Distance (km)
581,Festivals,,"-85.325639, 0.490595",MockSource,Festivals,USD,122.65,https://placeholder.url,1.71
43,Festivals,,"-28.038837, 178.836601",MockSource,Festivals,USD,117.28,https://placeholder.url,9.96
591,Virtual,,"28.355752, 177.995156",MockSource,Virtual,USD,33.18,https://placeholder.url,1.56
655,Theater,,"-35.989006, -144.624162",MockSource,Theater,USD,96.61,https://placeholder.url,3.03
980,Family,,"0.122623, -99.131661",MockSource,Family,USD,32.24,https://placeholder.url,0.84
12,Charity,,"-34.763078, -144.085699",MockSource,Charity,USD,31.0,https://placeholder.url,1.09
370,Sports,,"32.919122, -15.294266",MockSource,Sports,USD,51.92,https://placeholder.url,2.32
951,Family,,"20.40026, -125.698694",MockSource,Family,USD,58.02,https://placeholder.url,10.84
922,Holiday,,"-88.815503, -67.94374",MockSource,Holiday,USD,80.57,https://placeholder.url,1.32
190,Science,,"52.433803, 169.148733",MockSource,Science,USD,42.9,https://placeholder.url,7.55
941,Science,,"42.72308, -19.574118",MockSource,Science,USD,97.55,https://placeholder.url,11.83
721,Sports,,"81.817894, 73.127357",MockSource,Sports,USD,92.21,https://placeholder.url,13.1
746,Wellness,,"48.30558, 142.148396",MockSource,Wellness,USD,50.13,https://placeholder.url,12.64
978,Networking,,"-31.980074, 163.603394",MockSource,Networking,USD,89.03,https://placeholder.url,6.69
9,Charity,,"43.437811, 43.535035",MockSource,Charity,USD,39.58,https://placeholder.url,8.94
346,Exhibitions,,"-74.055393, -61.123594",MockSource,Exhibitions,USD,70.54,https://placeholder.url,3.71
463,Science,,"-60.420081, 46.907598",MockSource,Science,USD,43.55,https://placeholder.url,10.47
282,Nightlife,,"-30.670497, -174.671242",MockSource,Nightlife,USD,79.26,https://placeholder.url,11.08
857,Theater,,"62.755811, -134.32546",MockSource,Theater,USD,87.38,https://placeholder.url,11.67
866,Science,,"76.518464, 172.930865",MockSource,Science,USD,49.36,https://placeholder.url,11.81
821,Workshops,,"48.933783, -77.847348",MockSource,Workshops,USD,44.5,https://placeholder.url,14.65
85,Virtual,,"-76.25681, -83.230418",MockSource,Virtual,USD,37.3,https://placeholder.url,6.35
392,Nightlife,,"-18.062129, -144.263562",MockSource,Nightlife,USD,69.25,https://placeholder.url,0.79
138,Charity,,"-47.065574, -1.879785",MockSource,Charity,USD,42.65,https://placeholder.url,3.12
403,Sports,,"-15.261837, -120.659224",MockSource,Sports,USD,78.59,https://placeholder.url,8.72
534,Exhibitions,,"17.576421, -39.840226",MockSource,Exhibitions,USD,55.04,https://placeholder.url,11.66
375,Outdoors,,"57.034824, 130.585329",MockSource,Outdoors,USD,89.49,https://placeholder.url,12.19
654,Film,,"76.506839, 92.105738",MockSource,Film,USD,36.2,https://placeholder.url,16.31
328,Theater,,"-28.689675, -137.332467",MockSource,Theater,USD,92.2,https://placeholder.url,2.07
306,Wellness,,"-37.164892, -175.146103",MockSource,Wellness,USD,37.84,https://placeholder.url,15.15
41,Music,,"-87.353718, -176.906624",MockSource,Music,USD,59.43,https://placeholder.url,12.37
728,Workshops,,"76.004535, 163.891786",MockSource,Workshops,USD,39.5,https://placeholder.url,6.43
148,Pets,,"12.439091, -29.339121",MockSource,Pets,USD,37.24,https://placeholder.url,7.08
394,Outdoors,,"-27.693874, -47.512578",MockSource,Outdoors,USD,93.2,https://placeholder.url,10.37
144,Theater,,"29.117801, 74.966346",MockSource,Theater,USD,57.99,https://placeholder.url,3.22
715,Workshops,,"19.146005, -172.445654",MockSource,Workshops,USD,44.08,https://placeholder.url,10.07
304,Exhibitions,,"30.731243, 144.467399",MockSource,Exhibitions,USD,58.0,https://placeholder.url,13.99
775,Nightlife,,"52.167622, 87.025926",MockSource,Nightlife,USD,88.07,https://placeholder.url,5.4
71,Holiday,,"-12.561849, -146.07911",MockSource,Holiday,USD,92.92,https://placeholder.url,13.12
999,Science,,"33.892617, 105.26514",MockSource,Science,USD,90.97,https://placeholder.url,13.27
885,Family,,"61.580152, -82.287313",MockSource,Family,USD,22.98,https://placeholder.url,10.84
637,Exhibitions,,"-35.408354, -103.083726",MockSource,Exhibitions,USD,54.81,https://placeholder.url,16.26
409,Theater,,"-70.790423, 22.384019",MockSource,Theater,USD,89.03,https://placeholder.url,10.77
964,Wellness,,"-20.728099, 53.241661",MockSource,Wellness,USD,56.05,https://placeholder.url,16.39
653,Theater,,"-34.775077, 65.597358",MockSource,Theater,USD,59.76,https://placeholder.url,13.95
619,Exhibitions,,"-65.032276, -93.96648",MockSource,Exhibitions,USD,19.89,https://placeholder.url,1.92
615,Gaming,,"-8.577978, 28.663952",MockSource,Gaming,USD,14.37,https://placeholder.url,1.78
462,Outdoors,,"-2.13551, 162.125682",MockSource,Outdoors,USD,9.18,https://placeholder.url,0.55
798,Nightlife,,"-41.200116, 141.448156",MockSource,Nightlife,USD,12.8,https://placeholder.url,3.18
251,Networking,,"-41.318053, 48.625243",MockSource,Networking,USD,122.7,https://placeholder.url,0.63
111,Theater,,"-48.801485, -105.323629",MockSource,Theater,USD,117.57,https://placeholder.url,5.14
646,Virtual,,"82.482061, 8.316476",MockSource,Virtual,USD,14.9,https://placeholder.url,11.64
625,Community,,"-45.891943, 48.017608",MockSource,Community,USD,17.11,https://placeholder.url,2.33
424,Wellness,,"-38.068897, -93.654146",MockSource,Wellness,USD,12.39,https://placeholder.url,12.2
585,Networking,,"-13.881735, 136.923978",MockSource,Networking,USD,109.05,https://placeholder.url,7.74
208,Community,,"42.577971, -163.286783",MockSource,Community,USD,10.69,https://placeholder.url,6.44
