contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Wellness,,"-74.555144, 58.609369",2024-11-30T19:15:59.934229Z,MockSource,Wellness,USD,47.46,https://placeholder.url,60.0
2,Film,,"-88.56193, 164.373965",2024-12-02T22:45:59.934229Z,MockSource,Film,USD,19.05,https://placeholder.url,15.02
3,Pets,,"49.062929, -12.393551",2024-12-01T18:30:59.934229Z,MockSource,Pets,USD,16.25,https://placeholder.url,23.49
4,Exhibitions,,"-59.67255, 177.727114",2024-12-07T22:15:59.934229Z,MockSource,Exhibitions,USD,16.97,https://placeholder.url,98.47
5,Exhibitions,,"-40.701248, -143.999533",2024-11-30T12:15:59.934229Z,MockSource,Exhibitions,USD,79.17,https://placeholder.url,32.86
6,Networking,,"38.32254, -74.253646",2024-12-10T13:45:59.934229Z,MockSource,Networking,USD,17.72,https://placeholder.url,2.91
7,Conferences,,"76.075786, -50.513366",2024-12-01T18:45:59.934229Z,MockSource,Conferences,USD,167.12,https://placeholder.url,38.36
8,Community,,"-0.143393, -130.751679",2024-12-09T23:00:59.934229Z,MockSource,Community,USD,12.85,https://placeholder.url,76.42
9,Conferences,,"-17.279343, 73.544997",2024-12-11T19:00:59.935249Z,MockSource,Conferences,USD,465.45,https://placeholder.url,61.71
10,Theater,,"-47.598637, 27.969887",2024-12-05T21:15:59.935249Z,MockSource,Theater,USD,134.9,https://placeholder.url,6.59
11,Festivals,,"-27.651634, -9.953747",2024-11-30T09:00:59.935249Z,MockSource,Festivals,USD,196.82,https://placeholder.url,45.49
12,Gaming,,"-48.556139, 36.229142",2024-12-05T17:45:59.935249Z,MockSource,Gaming,USD,10.78,https://placeholder.url,4.42
13,Exhibitions,,"46.535184, 24.428514",2024-12-17T22:15:59.935249Z,MockSource,Exhibitions,USD,12.42,https://placeholder.url,83.25
14,Science,,"82.488403, -161.818782",2024-12-01T13:45:59.935249Z,MockSource,Science,USD,29.06,https://placeholder.url,65.21
15,Festivals,,"-26.827917, 117.915634",2024-12-02T12:45:59.935249Z,MockSource,Festivals,USD,118.51,https://placeholder.url,14.47
16,Wellness,,"-65.345707, -17.943942",2024-12-01T09:15:59.935249Z,MockSource,Wellness,USD,20.33,https://placeholder.url,91.64
17,Charity,,"-45.522013, 110.484173",2024-12-02T20:15:59.935249Z,MockSource,Charity,USD,37.03,https://placeholder.url,26.56
18,Holiday,,"-10.48179, 56.443143",2024-12-27T12:30:59.935249Z,MockSource,Holiday,USD,31.6,https://placeholder.url,26.05
