contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Theater,,"-7.150704, -116.884783",2024-12-12T23:45:54.791713Z,MockSource,Theater,USD,48.54,https://placeholder.url,71.06
2,Sports,,"54.973175, 21.861292",2025-01-04T22:30:54.791713Z,MockSource,Sports,USD,32.89,https://placeholder.url,6.39
3,Gaming,,"-8.555305, -15.282783",2024-12-01T23:00:54.791713Z,MockSource,Gaming,USD,58.16,https://placeholder.url,83.45
4,Family,,"-42.733379, 94.107456",2024-11-30T19:15:54.791713Z,MockSource,Family,USD,21.09,https://placeholder.url,81.66
5,Sports,,"48.615144, -128.593521",2024-12-09T17:30:54.791713Z,MockSource,Sports,USD,31.11,https://placeholder.url,65.25
6,Sports,,"81.364392, -81.197293",2024-12-27T13:00:54.791713Z,MockSource,Sports,USD,214.96,https://placeholder.url,95.51
7,Music,,"-65.98705, -90.394131",2024-12-15T16:15:54.791713Z,MockSource,Music,USD,69.27,https://placeholder.url,56.91
8,Community,,"64.451622, -28.246887",2024-11-29T12:15:54.791713Z,MockSource,Community,USD,10.13,https://placeholder.url,2.31
9,Gaming,,"33.960969, -116.70276",2024-11-30T10:15:54.791713Z,MockSource,Gaming,USD,25.13,https://placeholder.url,48.05
10,Family,,"44.38097, -117.980182",2024-11-30T22:15:54.791713Z,MockSource,Family,USD,34.08,https://placeholder.url,66.74
11,Sports,,"-42.645203, -10.355534",2024-12-27T17:30:54.791713Z,MockSource,Sports,USD,247.51,https://placeholder.url,96.57
12,Holiday,,"71.581582, -63.001839",2024-12-03T20:45:54.791713Z,MockSource,Holiday,USD,7.36,https://placeholder.url,25.35
13,Science,,"47.007328, 39.436433",2024-11-30T17:15:54.791713Z,MockSource,Science,USD,70.01,https://placeholder.url,23.7
14,Science,,"-75.490168, 57.23467",2024-11-29T15:30:54.791713Z,MockSource,Science,USD,20.4,https://placeholder.url,78.08
15,Music,,"-13.340054, -75.160228",2024-12-04T22:00:54.791713Z,MockSource,Music,USD,127.8,https://placeholder.url,23.46
